Room_no,Month,Day,Hour,Consumption_kWh,Average_Consumption_kWh,Wastage_kWh
9,3,7,10,2.49,0.7,1.79
9,3,7,11,0.74,1.17,0
9,3,7,12,2.58,1.26,1.32
9,3,7,13,1.54,1.23,0.31
9,3,7,14,2.15,0.75,1.4
9,3,7,15,2.3,1.41,0.89
9,3,7,16,2.32,1.3,1.02
9,3,7,17,2.39,1.64,0.75
9,3,7,18,2.09,1.79,0.3
9,3,7,19,2.26,1.88,0.38
9,3,7,20,1.98,0.92,1.06
9,3,7,21,2.1,1.53,0.57
9,3,7,22,2.81,1.82,0.99
9,3,7,23,2.27,0.62,1.65
9,4,1,0,2.53,1.9,0.63
9,4,1,1,1.79,1.8,0
9,4,1,2,3.43,1.96,1.47
9,4,1,3,0.7,0.68,0.02
9,4,1,4,1.41,0.56,0.85
9,4,1,5,3.15,1.98,1.17
9,4,1,6,0.82,1.06,0
9,4,1,7,1.6,0.9,0.7
9,4,1,8,2.18,1.82,0.36
9,4,1,9,0.87,1.31,0
9,4,1,10,1.94,0.62,1.32
9,4,1,11,2.73,1.88,0.85
9,4,1,12,2.53,1.11,1.42
9,4,1,13,3.6,1.87,1.73
9,4,1,14,2.81,1.99,0.82
9,4,1,15,1,1.07,0
9,4,1,16,2.42,0.55,1.87
9,4,1,17,3.49,2,1.49
9,4,1,18,1.39,1.06,0.33
9,4,1,19,2.73,0.75,1.98
9,4,1,20,1.58,1,0.58
9,4,1,21,3.92,1.98,1.94
9,4,1,22,0.8,0.92,0
9,4,1,23,1.82,1.78,0.04
9,4,2,0,1.67,1.14,0.53
9,4,2,1,1.83,1.95,0
9,4,2,2,2.43,1.76,0.67
9,4,2,3,2.22,1.92,0.3
9,4,2,4,3.09,1.43,1.66
9,4,2,5,2.04,1.99,0.05
9,4,2,6,3.04,1.84,1.2
9,4,2,7,2.15,0.98,1.17
9,4,2,8,1.09,0.69,0.4
9,4,2,9,2.03,1.46,0.57
9,4,2,10,2.75,1.48,1.27
9,4,2,11,1.31,0.65,0.66
9,4,2,12,1.51,1.62,0
9,4,2,13,3.24,1.52,1.72
9,4,2,14,2.6,1.28,1.32
9,4,2,15,2.12,0.98,1.14
9,4,2,16,1.83,0.98,0.85
9,4,2,17,3.31,1.96,1.35
9,4,2,18,2.4,1.08,1.32
9,4,2,19,1.25,1.48,0
9,4,2,20,2.36,0.51,1.85
9,4,2,21,1.46,0.71,0.75
9,4,2,22,1.29,0.98,0.31
9,4,2,23,1.32,0.82,0.5
9,4,3,0,2.54,0.7,1.84
9,4,3,1,2.08,1.82,0.26
9,4,3,2,3.2,1.41,1.79
9,4,3,3,1.97,0.76,1.21
9,4,3,4,1.08,1.4,0
9,4,3,5,2.09,1.96,0.13
9,4,3,6,2.32,1.95,0.37
9,4,3,7,3.01,1.73,1.28
9,4,3,8,0.69,0.56,0.13
9,4,3,9,1.56,1.67,0
9,4,3,10,2.62,1.77,0.85
9,4,3,11,1.77,1.72,0.05
9,4,3,12,2.45,1.7,0.75
9,4,3,13,2,1.1,0.9
9,4,3,14,3.38,1.61,1.77
9,4,3,15,2.95,1.74,1.21
9,4,3,16,1.41,1.5,0
9,4,3,17,2.94,0.95,1.99
9,4,3,18,1.79,1.91,0
9,4,3,19,3.48,1.62,1.86
9,4,3,20,2.86,1.76,1.1
9,4,3,21,1.78,1.45,0.33
9,4,3,22,3.03,1.09,1.94
9,4,3,23,1.18,1.33,0
9,4,4,0,1.67,0.57,1.1
9,4,4,1,1.06,0.96,0.1
9,4,4,2,2.19,0.96,1.23
9,4,4,3,1.6,1.1,0.5
9,4,4,4,2.46,1.58,0.88
9,4,4,5,3.15,1.81,1.34
9,4,4,6,2.02,1.58,0.44
9,4,4,7,0.85,0.98,0
9,4,4,8,2.94,1.49,1.45
9,4,4,9,2.35,1.47,0.88
9,4,4,10,2.2,1.17,1.03
9,4,4,11,3.3,1.7,1.6
9,4,4,12,1.79,0.79,1
9,4,4,13,2.27,0.72,1.55
9,4,4,14,1.92,1.52,0.4
9,4,4,15,1.31,1.52,0
9,4,4,16,0.43,0.91,0
9,4,4,17,1.53,1.02,0.51
9,4,4,18,2.41,1.97,0.44
9,4,4,19,1.61,1.44,0.17
9,4,4,20,2.08,1.05,1.03
9,4,4,21,0.54,0.63,0
9,4,4,22,1.43,1.71,0
9,4,4,23,2.62,1.18,1.44
9,4,5,0,2.47,0.95,1.52
9,4,5,1,0.93,1.02,0
9,4,5,2,2.69,1.67,1.02
9,4,5,3,1.48,1.49,0
9,4,5,4,1.25,1.37,0
9,4,5,5,3.77,1.84,1.93
9,4,5,6,1.61,1.46,0.15
9,4,5,7,1.91,0.67,1.24
9,4,5,8,1.13,1.59,0
9,4,5,9,2.09,0.54,1.55
9,4,5,10,1.6,1.6,0
9,4,5,11,1.81,0.97,0.84
9,4,5,12,3.27,1.4,1.87
9,4,5,13,1.45,1.3,0.15
9,4,5,14,3.26,1.28,1.98
9,4,5,15,1.69,0.64,1.05
9,4,5,16,1.33,1.22,0.11
9,4,5,17,1.84,1.19,0.65
9,4,5,18,3.52,1.9,1.62
9,4,5,19,1.53,1.13,0.4
9,4,5,20,1.47,1.41,0.06
9,4,5,21,0.84,0.6,0.24
9,4,5,22,2.65,1.29,1.36
9,4,5,23,2.51,1.19,1.32
9,4,6,0,3.18,1.9,1.28
9,4,6,1,3.27,1.83,1.44
9,4,6,2,2.61,1.46,1.15
9,4,6,3,1.14,1.09,0.05
9,4,6,4,1.38,0.74,0.64
9,4,6,5,1.46,0.96,0.5
9,4,6,6,3.26,1.64,1.62
9,4,6,7,2.5,1.7,0.8
9,4,6,8,1.3,1.39,0
9,4,6,9,3.83,1.88,1.95
9,4,6,10,2.95,1.69,1.26
9,4,6,11,0.94,1.01,0
9,4,6,12,0.75,1.07,0
9,4,6,13,3.08,1.83,1.25
9,4,6,14,1.41,1.32,0.09
9,4,6,15,3.01,1.83,1.18
9,4,6,16,3.15,1.94,1.21
9,4,6,17,1.35,1.82,0
9,4,6,18,1.21,1.36,0
9,4,6,19,2.95,1.85,1.1
9,4,6,20,2.46,0.61,1.85
9,4,6,21,2.09,0.6,1.49
9,4,6,22,1.23,0.98,0.25
9,4,6,23,0.94,1.36,0
9,4,7,0,1.8,0.96,0.84
9,4,7,1,2.94,1.59,1.35
9,4,7,2,1.54,1.5,0.04
9,4,7,3,1.51,1.69,0
9,4,7,4,2.44,1.15,1.29
9,4,7,5,1.41,1.18,0.23
9,4,7,6,1.35,1.68,0
9,4,7,7,1.82,1.92,0
9,4,7,8,3.3,1.83,1.47
9,4,7,9,2.6,1.44,1.16
9,4,7,10,2.55,1.61,0.94
9,4,7,11,2.52,1.51,1.01
9,4,7,12,1.85,0.92,0.93
9,4,7,13,3.66,1.8,1.86
9,4,7,14,2.38,1.84,0.54
9,4,7,15,2.34,1.17,1.17
9,4,7,16,3.15,1.96,1.19
9,4,7,17,3.39,1.78,1.61
9,4,7,18,2.2,1.01,1.19
9,4,7,19,2.38,1.2,1.18
9,4,7,20,2.48,1.9,0.58
9,4,7,21,3.27,1.46,1.81
9,4,7,22,2.06,0.64,1.42
9,4,7,23,1.13,1.54,0
9,5,1,0,2.16,1.73,0.43
9,5,1,1,1.83,0.84,0.99
9,5,1,2,2.73,1.67,1.06
9,5,1,3,3.35,1.48,1.87
9,5,1,4,2.89,1.71,1.18
9,5,1,5,1.6,1.79,0
9,5,1,6,2.73,0.78,1.95
9,5,1,7,2.07,1.63,0.44
9,5,1,8,3.47,1.67,1.8
9,5,1,9,1.77,1.97,0
9,5,1,10,0.83,1,0
9,5,1,11,3.36,1.79,1.57
9,5,1,12,2.21,1.88,0.33
9,5,1,13,2.35,0.93,1.42
9,5,1,14,2.38,1.84,0.54
9,5,1,15,1.95,0.79,1.16
9,5,1,16,2.49,1.29,1.2
9,5,1,17,1.37,1.53,0
9,5,1,18,2.45,0.72,1.73
9,5,1,19,2.24,1.69,0.55
9,5,1,20,2.56,1.6,0.96
9,5,1,21,2.47,1.3,1.17
9,5,1,22,1.18,1.23,0
9,5,1,23,1.76,0.55,1.21
9,5,2,0,2.43,1.6,0.83
9,5,2,1,3.03,1.22,1.81
9,5,2,2,2.43,0.69,1.74
9,5,2,3,0.66,0.65,0.01
9,5,2,4,1.93,0.5,1.43
9,5,2,5,0.97,0.76,0.21
9,5,2,6,0.54,0.97,0
9,5,2,7,1.24,1.35,0
9,5,2,8,3.07,1.46,1.61
9,5,2,9,1.95,1.38,0.57
9,5,2,10,2.74,1.74,1
9,5,2,11,3.38,1.79,1.59
9,5,2,12,2.6,0.84,1.76
9,5,2,13,2.38,0.99,1.39
9,5,2,14,1.52,1.98,0
9,5,2,15,2.92,1.8,1.12
9,5,2,16,1.47,1.64,0
9,5,2,17,2.18,1.5,0.68
9,5,2,18,2.89,1.18,1.71
9,5,2,19,3.1,1.7,1.4
9,5,2,20,2.26,0.61,1.65
9,5,2,21,3.67,1.9,1.77
9,5,2,22,1.89,1.12,0.77
9,5,2,23,3.18,1.91,1.27
9,5,3,0,2.63,1.55,1.08
9,5,3,1,1.48,1.28,0.2
9,5,3,2,1,1.01,0
9,5,3,3,0.27,0.54,0
9,5,3,4,2.6,1.23,1.37
9,5,3,5,2.26,1.02,1.24
9,5,3,6,1.98,1.36,0.62
9,5,3,7,1.19,0.82,0.37
9,5,3,8,1.72,1.39,0.33
9,5,3,9,1.84,1.45,0.39
9,5,3,10,2.88,0.92,1.96
9,5,3,11,1.43,1.39,0.04
9,5,3,12,2.16,0.69,1.47
9,5,3,13,2.02,1.35,0.67
9,5,3,14,1.4,1.35,0.05
9,5,3,15,1.34,1.13,0.21
9,5,3,16,1.93,0.74,1.19
9,5,3,17,0.49,0.57,0
9,5,3,18,1.1,0.52,0.58
9,5,3,19,3.23,1.67,1.56
9,5,3,20,0.15,0.58,0
9,5,3,21,3.14,1.28,1.86
9,5,3,22,2.07,1.62,0.45
9,5,3,23,2.45,1.92,0.53
9,5,4,0,0.54,0.79,0
9,5,4,1,2.82,1.51,1.31
9,5,4,2,0.29,0.59,0
9,5,4,3,1.97,0.85,1.12
9,5,4,4,0.21,0.52,0
9,5,4,5,1.62,1.1,0.52
9,5,4,6,1.75,1.79,0
9,5,4,7,0.85,0.93,0
9,5,4,8,1.18,1.08,0.1
9,5,4,9,2.7,1.14,1.56
9,5,4,10,0.87,0.66,0.21
9,5,4,11,0.58,0.78,0
9,5,4,12,2.47,1.03,1.44
9,5,4,13,1.5,0.69,0.81
9,5,4,14,0.41,0.78,0
9,5,4,15,2.73,1.69,1.04
9,5,4,16,1.56,1.41,0.15
9,5,4,17,2.49,1.95,0.54
9,5,4,18,2.05,1.38,0.67
9,5,4,19,0.96,1,0
9,5,4,20,1.83,1.92,0
9,5,4,21,0.85,1.04,0
9,5,4,22,0.6,0.6,0
9,5,4,23,2.62,1.33,1.29
9,5,5,0,1.71,1.92,0
9,5,5,1,2.25,1.72,0.53
9,5,5,2,2.84,1.43,1.41
9,5,5,3,2.48,1.26,1.22
9,5,5,4,0.7,0.87,0
9,5,5,5,1.67,1.35,0.32
9,5,5,6,2.54,1.03,1.51
9,5,5,7,3.08,1.87,1.21
9,5,5,8,1.79,1.7,0.09
9,5,5,9,1.34,1.2,0.14
9,5,5,10,1.45,0.63,0.82
9,5,5,11,0.97,1.44,0
9,5,5,12,2.25,1.84,0.41
9,5,5,13,1.74,1.05,0.69
9,5,5,14,3.77,1.96,1.81
9,5,5,15,2.47,1.04,1.43
9,5,5,16,2.14,0.88,1.26
9,5,5,17,1.65,1.22,0.43
9,5,5,18,0.61,0.63,0
9,5,5,19,1.82,0.64,1.18
9,5,5,20,1.79,1.95,0
9,5,5,21,3.12,1.89,1.23
9,5,5,22,2.51,1.98,0.53
9,5,5,23,1.57,1.43,0.14
9,5,6,0,2.1,0.73,1.37
9,5,6,1,1.45,1.17,0.28
9,5,6,2,0.55,0.94,0
9,5,6,3,1.29,1.52,0
9,5,6,4,1.12,0.86,0.26
9,5,6,5,2.83,1.46,1.37
9,5,6,6,1.03,0.99,0.04
9,5,6,7,2.59,1.45,1.14
9,5,6,8,2.56,1.34,1.22
9,5,6,9,1.43,1.86,0
9,5,6,10,1.74,1.6,0.14
9,5,6,11,1.91,1.92,0
9,5,6,12,2.16,1.54,0.62
9,5,6,13,1.48,1.39,0.09
9,5,6,14,2.43,1.37,1.06
9,5,6,15,1.52,1.25,0.27
9,5,6,16,0.84,1.05,0
9,5,6,17,0.45,0.5,0
9,5,6,18,2.15,1.22,0.93
9,5,6,19,1.85,1.71,0.14
9,5,6,20,1.76,0.97,0.79
9,5,6,21,3.1,1.38,1.72
9,5,6,22,1.43,1.55,0
9,5,6,23,2.51,1.8,0.71
9,5,7,0,1.81,1.06,0.75
9,5,7,1,2.29,0.54,1.75
9,5,7,2,2.9,1.71,1.19
9,5,7,3,1.88,1.32,0.56
9,5,7,4,3.25,1.59,1.66
9,5,7,5,2.25,0.91,1.34
9,5,7,6,1.79,0.94,0.85
9,5,7,7,1.58,1.14,0.44
9,5,7,8,1.22,1.11,0.11
9,5,7,9,1.98,1.39,0.59
9,5,7,10,1.77,0.62,1.15
9,5,7,11,2.3,1.83,0.47
9,5,7,12,2.6,0.6,2
9,5,7,13,1.05,0.53,0.52
9,5,7,14,3.46,1.58,1.88
9,5,7,15,1.39,0.53,0.86
9,5,7,16,2.13,1.72,0.41
9,5,7,17,1.74,0.76,0.98
9,5,7,18,2.32,1.87,0.45
9,5,7,19,1.61,1.28,0.33
9,5,7,20,1.22,1.08,0.14
9,5,7,21,3.35,1.57,1.78
9,5,7,22,1.49,1.9,0
9,5,7,23,2.29,1.2,1.09
9,6,1,0,0.39,0.67,0
9,6,1,1,0.33,0.69,0
9,6,1,2,2.36,1.24,1.12
9,6,1,3,1.39,0.72,0.67
9,6,1,4,2.98,1.64,1.34
9,6,1,5,1.11,1.37,0
9,6,1,6,1.9,1.69,0.21
9,6,1,7,2.7,0.86,1.84
9,6,1,8,2.83,1.84,0.99
9,6,1,9,3.12,1.38,1.74
9,6,1,10,1.21,1.68,0
9,6,1,11,3,2,1
9,6,1,12,0.82,1.24,0
9,6,1,13,1.31,0.52,0.79
9,6,1,14,1.35,0.76,0.59
9,6,1,15,1.63,0.7,0.93
9,6,1,16,2.22,1.5,0.72
9,6,1,17,0.93,0.59,0.34
9,6,1,18,0.73,0.84,0
9,6,1,19,1.89,1.04,0.85
9,6,1,20,2.97,1.32,1.65
9,6,1,21,1.98,1.3,0.68
9,6,1,22,0.4,0.52,0
9,6,1,23,3.26,1.48,1.78
9,6,2,0,2.2,1.24,0.96
9,6,2,1,2.74,1.4,1.34
9,6,2,2,3.35,1.95,1.4
9,6,2,3,2.55,1.03,1.52
9,6,2,4,1.08,1.1,0
9,6,2,5,1.01,0.67,0.34
9,6,2,6,0.49,0.84,0
9,6,2,7,2.28,0.56,1.72
9,6,2,8,1.55,1.17,0.38
9,6,2,9,3.59,1.77,1.82
9,6,2,10,0.92,0.86,0.06
9,6,2,11,2.11,1.54,0.57
9,6,2,12,1.78,0.75,1.03
9,6,2,13,2.25,1.7,0.55
9,6,2,14,1.73,1.74,0
9,6,2,15,0.59,0.77,0
9,6,2,16,1.19,0.7,0.49
9,6,2,17,0.74,0.87,0
9,6,2,18,1.77,0.65,1.12
9,6,2,19,2.29,1.54,0.75
9,6,2,20,3.75,1.81,1.94
9,6,2,21,1.25,1.4,0
9,6,2,22,2.14,1.1,1.04
9,6,2,23,0.87,1.2,0
9,6,3,0,3.42,1.88,1.54
9,6,3,1,1.62,1.95,0
9,6,3,2,0.31,0.54,0
9,6,3,3,1.46,1.16,0.3
9,6,3,4,2.05,1.22,0.83
9,6,3,5,1.36,1.85,0
9,6,3,6,0.95,0.65,0.3
9,6,3,7,2.04,0.67,1.37
9,6,3,8,2.1,1.02,1.08
9,6,3,9,2.03,1.92,0.11
9,6,3,10,2.22,1.96,0.26
9,6,3,11,3.87,1.89,1.98
9,6,3,12,3.75,1.78,1.97
9,6,3,13,1.69,1.98,0
9,6,3,14,2.02,1.04,0.98
9,6,3,15,2.67,1.01,1.66
9,6,3,16,1.44,1.82,0
9,6,3,17,0.53,0.99,0
9,6,3,18,2.19,0.56,1.63
9,6,3,19,2.34,1.87,0.47
9,6,3,20,2.18,1.51,0.67
9,6,3,21,1.02,1.28,0
9,6,3,22,0.94,0.56,0.38
9,6,3,23,1.81,1.36,0.45
9,6,4,0,3.19,1.72,1.47
9,6,4,1,2.85,1.82,1.03
9,6,4,2,2.64,1.69,0.95
9,6,4,3,2.04,1.72,0.32
9,6,4,4,1.62,0.97,0.65
9,6,4,5,1.29,1.54,0
9,6,4,6,3.15,1.18,1.97
9,6,4,7,2.97,1.25,1.72
9,6,4,8,1.14,1.56,0
9,6,4,9,2.01,0.9,1.11
9,6,4,10,1.88,1.67,0.21
9,6,4,11,2.05,1.59,0.46
9,6,4,12,2.37,1.39,0.98
9,6,4,13,3.15,1.95,1.2
9,6,4,14,1.42,0.83,0.59
9,6,4,15,2.91,1.04,1.87
9,6,4,16,3.34,1.44,1.9
9,6,4,17,2.56,1.4,1.16
9,6,4,18,2.21,1.01,1.2
9,6,4,19,0.27,0.51,0
9,6,4,20,2.57,1.98,0.59
9,6,4,21,1.81,1.7,0.11
9,6,4,22,2.31,1.42,0.89
9,6,4,23,1.92,0.57,1.35
9,6,5,0,3.01,1.26,1.75
9,6,5,1,2.67,0.91,1.76
9,6,5,2,2.89,1.24,1.65
9,6,5,3,1.38,0.59,0.79
9,6,5,4,1.81,1.18,0.63
9,6,5,5,2.23,0.51,1.72
9,6,5,6,2.64,0.8,1.84
9,6,5,7,3.44,1.9,1.54
9,6,5,8,3.19,1.24,1.95
9,6,5,9,1.21,1.12,0.09
9,6,5,10,1.6,0.74,0.86
9,6,5,11,2.27,1.79,0.48
9,6,5,12,2.82,1.49,1.33
9,6,5,13,2.42,0.53,1.89
9,6,5,14,2.95,1.21,1.74
9,6,5,15,1.08,0.69,0.39
9,6,5,16,2.37,0.58,1.79
9,6,5,17,1.47,1.41,0.06
9,6,5,18,1.46,1.34,0.12
9,6,5,19,3.06,1.69,1.37
9,6,5,20,1.62,0.88,0.74
9,6,5,21,1.64,1.28,0.36
9,6,5,22,1.17,0.99,0.18
9,6,5,23,2.15,1.22,0.93
9,6,6,0,2.02,1.07,0.95
9,6,6,1,3.31,1.31,2
9,6,6,2,1.87,1.88,0
9,6,6,3,2.14,1.9,0.24
9,6,6,4,1.66,1.47,0.19
9,6,6,5,3.12,1.35,1.77
9,6,6,6,2.4,1.79,0.61
9,6,6,7,2.4,1.55,0.85
9,6,6,8,1.94,1.47,0.47
9,6,6,9,1.87,1.2,0.67
9,6,6,10,0.93,0.55,0.38
9,6,6,11,0.78,1.03,0
9,6,6,12,1.98,0.76,1.22
9,6,6,13,1.02,1.37,0
9,6,6,14,1.44,1.86,0
9,6,6,15,3.07,1.21,1.86
9,6,6,16,2.57,1.4,1.17
9,6,6,17,3.37,1.72,1.65
9,6,6,18,2.4,1.99,0.41
9,6,6,19,0.95,1.23,0
9,6,6,20,2.62,1.66,0.96
9,6,6,21,1.6,1.2,0.4
9,6,6,22,2.29,1.62,0.67
9,6,6,23,2.46,0.92,1.54
9,6,7,0,0.5,0.63,0
9,6,7,1,0.88,1.03,0
9,6,7,2,2.67,1.2,1.47
9,6,7,3,2.47,1.03,1.44
9,6,7,4,1.6,1.77,0
9,6,7,5,2.53,1.68,0.85
9,6,7,6,2.3,0.61,1.69
9,6,7,7,1.83,0.95,0.88
9,6,7,8,1.12,1.04,0.08
9,6,7,9,1.56,1.68,0
9,6,7,10,2.01,1.38,0.63
9,6,7,11,1.14,1.09,0.05
9,6,7,12,1.9,1.6,0.3
9,6,7,13,1.38,1.78,0
9,6,7,14,2.46,1.3,1.16
9,6,7,15,2.08,1.13,0.95
9,6,7,16,2.02,1.17,0.85
9,6,7,17,1.99,0.76,1.23
9,6,7,18,3.4,1.75,1.65
9,6,7,19,0.3,0.63,0
9,6,7,20,2.39,0.64,1.75
9,6,7,21,1.59,1.66,0
9,6,7,22,1.72,0.6,1.12
9,6,7,23,1.56,0.68,0.88
9,7,1,0,2.63,1.05,1.58
9,7,1,1,1.45,1.5,0
9,7,1,2,1.18,0.5,0.68
9,7,1,3,1.98,1.75,0.23
9,7,1,4,1.81,0.59,1.22
9,7,1,5,2.46,1.47,0.99
9,7,1,6,3.14,1.58,1.56
9,7,1,7,3.42,1.91,1.51
9,7,1,8,0.23,0.71,0
9,7,1,9,2.01,0.74,1.27
9,7,1,10,2.32,0.63,1.69
9,7,1,11,0.88,0.7,0.18
9,7,1,12,1.7,0.96,0.74
9,7,1,13,3.51,1.94,1.57
9,7,1,14,3.11,1.64,1.47
9,7,1,15,2.54,0.6,1.94
9,7,1,16,1.79,1.35,0.44
9,7,1,17,0.85,1.13,0
9,7,1,18,2.38,0.61,1.77
9,7,1,19,1.96,0.89,1.07
9,7,1,20,2.15,0.67,1.48
9,7,1,21,2.76,0.89,1.87
9,7,1,22,0.56,0.83,0
9,7,1,23,2.05,1.53,0.52
9,7,2,0,1.84,1.08,0.76
9,7,2,1,1.58,1.13,0.45
9,7,2,2,1.23,1.38,0
9,7,2,3,1.3,1.8,0
9,7,2,4,2.66,1.06,1.6
9,7,2,5,2,0.61,1.39
9,7,2,6,0.61,1.07,0
9,7,2,7,3.08,1.48,1.6
9,7,2,8,2.19,1.76,0.43
9,7,2,9,1.38,0.69,0.69
9,7,2,10,2.48,1.99,0.49
9,7,2,11,1.76,1.99,0
9,7,2,12,0.69,0.81,0
9,7,2,13,2.72,1.95,0.77
9,7,2,14,1.96,0.88,1.08
9,7,2,15,3.38,1.75,1.63
9,7,2,16,2.06,0.62,1.44
9,7,2,17,0.85,0.96,0
9,7,2,18,1.64,1.5,0.14
9,7,2,19,2.46,1.68,0.78
9,7,2,20,2.42,1.61,0.81
9,7,2,21,3.29,1.92,1.37
9,7,2,22,2.88,1.61,1.27
9,7,2,23,1.78,1.54,0.24
9,7,3,0,1.95,1.24,0.71
9,7,3,1,2.46,0.76,1.7
9,7,3,2,1.98,0.68,1.3
9,7,3,3,1.9,0.86,1.04
9,7,3,4,2.34,1.29,1.05
9,7,3,5,3.87,1.99,1.88
9,7,3,6,1.65,0.8,0.85
9,7,3,7,1.25,1.01,0.24
9,7,3,8,2.65,1.42,1.23
9,7,3,9,2.23,1,1.23
9,7,3,10,1.2,1.25,0
9,7,3,11,1.56,1.53,0.03
9,7,3,12,2.86,1.37,1.49
9,7,3,13,1.26,1.73,0
9,7,3,14,2.72,1.78,0.94
9,7,3,15,1.86,1.82,0.04
9,7,3,16,3.73,1.84,1.89
9,7,3,17,2.58,1.71,0.87
9,7,3,18,2.69,1.22,1.47
9,7,3,19,0.22,0.6,0
9,7,3,20,1.85,1.5,0.35
9,7,3,21,1.32,1.66,0
9,7,3,22,1.81,0.8,1.01
9,7,3,23,3.87,1.89,1.98
9,7,4,0,2.17,1.02,1.15
9,7,4,1,1.02,1.12,0
9,7,4,2,2.19,1.02,1.17
9,7,4,3,2.22,1.44,0.78
9,7,4,4,0.37,0.86,0
9,7,4,5,2.39,0.99,1.4
9,7,4,6,1.66,0.5,1.16
9,7,4,7,1.36,1.04,0.32
9,7,4,8,2.21,0.82,1.39
9,7,4,9,1.47,0.63,0.84
9,7,4,10,1.02,1.34,0
9,7,4,11,2.99,1.86,1.13
9,7,4,12,2.8,1.19,1.61
9,7,4,13,0.8,1.16,0
9,7,4,14,1.82,1.42,0.4
9,7,4,15,0.87,0.69,0.18
9,7,4,16,2.27,1.04,1.23
9,7,4,17,2.9,1.44,1.46
9,7,4,18,2.63,0.83,1.8
9,7,4,19,1.99,0.73,1.26
9,7,4,20,2.03,0.69,1.34
9,7,4,21,3.3,1.59,1.71
9,7,4,22,3.1,1.7,1.4
9,7,4,23,1.1,0.69,0.41
9,7,5,0,1.05,1.04,0.01
9,7,5,1,2.72,0.83,1.89
9,7,5,2,2.92,1.45,1.47
9,7,5,3,2.54,1.98,0.56
9,7,5,4,2.64,1.02,1.62
9,7,5,5,2.77,1.49,1.28
9,7,5,6,1.11,1.21,0
9,7,5,7,2.89,1.38,1.51
9,7,5,8,2.58,1.91,0.67
9,7,5,9,2.81,1.09,1.72
9,7,5,10,2.84,1.52,1.32
9,7,5,11,2.68,1.42,1.26
9,7,5,12,2.71,1.1,1.61
9,7,5,13,3.1,1.6,1.5
9,7,5,14,2.64,0.94,1.7
9,7,5,15,1.29,1.07,0.22
9,7,5,16,1.33,0.54,0.79
9,7,5,17,2.13,1.13,1
9,7,5,18,1.13,0.98,0.15
9,7,5,19,2.72,0.91,1.81
9,7,5,20,3.92,1.97,1.95
9,7,5,21,1.68,0.8,0.88
9,7,5,22,1.04,0.62,0.42
9,7,5,23,3.3,1.52,1.78
9,7,6,0,2.81,0.81,2
9,7,6,1,1.44,0.92,0.52
9,7,6,2,1.08,1.21,0
9,7,6,3,1.81,1.43,0.38
9,7,6,4,2.39,0.56,1.83
9,7,6,5,1.23,1.08,0.15
9,7,6,6,0.73,0.98,0
9,7,6,7,2.36,1.93,0.43
9,7,6,8,0.91,1.29,0
9,7,6,9,1.34,0.51,0.83
9,7,6,10,2.39,1.16,1.23
9,7,6,11,1.84,1.03,0.81
9,7,6,12,1.54,1.89,0
9,7,6,13,2.62,1.34,1.28
9,7,6,14,3.43,1.91,1.52
9,7,6,15,3.23,1.88,1.35
9,7,6,16,3.11,1.47,1.64
9,7,6,17,2.36,1.93,0.43
9,7,6,18,2.13,1.62,0.51
9,7,6,19,2.69,1.95,0.74
9,7,6,20,3.03,1.83,1.2
9,7,6,21,2.95,0.95,2
9,7,6,22,1.93,1.71,0.22
9,7,6,23,1.57,1,0.57
9,7,7,0,2.73,1.49,1.24
9,7,7,1,1.89,1.46,0.43
9,7,7,2,0.76,1.16,0
9,7,7,3,2.65,1.81,0.84
9,7,7,4,2.63,1.91,0.72
9,7,7,5,1.14,1.57,0
9,7,7,6,1.32,0.73,0.59
9,7,7,7,0.45,0.6,0
9,7,7,8,1.65,1.8,0
9,7,7,9,0.53,0.52,0.01
9,7,7,10,1.91,0.92,0.99
9,7,7,11,1.38,1.19,0.19
9,7,7,12,0.22,0.59,0
9,7,7,13,2.54,1.65,0.89
9,7,7,14,1.27,1.14,0.13
9,7,7,15,3.22,1.54,1.68
9,7,7,16,0.94,1.08,0
9,7,7,17,0.95,1.39,0
9,7,7,18,1.41,1.43,0
9,7,7,19,3.36,1.81,1.55
9,7,7,20,0.51,0.61,0
9,7,7,21,2.64,1.35,1.29
9,7,7,22,0.89,1.19,0
9,7,7,23,0.72,0.54,0.18
9,8,1,0,3.42,1.5,1.92
9,8,1,1,2.69,1.55,1.14
9,8,1,2,1.24,1.25,0
9,8,1,3,2.54,1.12,1.42
9,8,1,4,2.55,1,1.55
9,8,1,5,1.12,1.22,0
9,8,1,6,1.24,0.61,0.63
9,8,1,7,2.29,0.78,1.51
9,8,1,8,1.61,1.41,0.2
9,8,1,9,3.39,1.74,1.65
9,8,1,10,2.69,1.19,1.5
9,8,1,11,0.5,0.61,0
9,8,1,12,1.88,1.45,0.43
9,8,1,13,2.63,1.45,1.18
9,8,1,14,3.97,1.98,1.99
9,8,1,15,3,1.45,1.55
9,8,1,16,0.71,1.14,0
9,8,1,17,3.32,1.75,1.57
9,8,1,18,2.43,1.61,0.82
9,8,1,19,2.2,0.76,1.44
9,8,1,20,0.66,0.61,0.05
9,8,1,21,0.86,0.61,0.25
9,8,1,22,2.78,1.07,1.71
9,8,1,23,1.89,1.05,0.84
9,8,2,0,3.12,1.16,1.96
9,8,2,1,2.73,1.16,1.57
9,8,2,2,1.11,1.3,0
9,8,2,3,2.35,1.41,0.94
